/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_13_665.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_13_665.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_13_665.jpg,0,1,0,27.68419
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_13_733.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_13_733.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_13_733.jpg,0,1,0,28.42592
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_13_805.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_13_805.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_13_805.jpg,0,1,0,28.97849
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_13_875.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_13_875.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_13_875.jpg,0,1,0,29.71006
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_13_943.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_13_943.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_13_943.jpg,-0.15,1,0,30.17982
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_14_015.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_14_015.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_14_015.jpg,-0.35,0.8848749,0,30.12714
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_14_084.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_14_084.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_14_084.jpg,-0.5000001,0.703294,0,30.08263
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_14_175.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_14_175.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_14_175.jpg,-0.7500002,0.4034621,0,29.95567
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_14_258.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_14_258.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_14_258.jpg,-0.9500002,0.154876,0,29.69831
/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/center_2023_06_20_20_44_14_339.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/left_2023_06_20_20_44_14_339.jpg,/Users/memowayun/Documents/MNA/Cursos/navegacion_autonoma/proyecto_final/IMG/right_2023_06_20_20_44_14_339.jpg,-1,0,0,29.18732
